YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Population,Latitude,Longitude,Centroid
2017,2017,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.3,7.3,,,6.8,7.8,Overall,Overall,,,,,,27,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,4.0,4,,,3.5,4.6,Overall,Overall,,,,,,27,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,1.9,1.9,,,1.5,2.4,Overall,Overall,,,,,,27,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,28.3,28.3,,,25.4,31.4,Overall,Overall,,,,,,27,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,26.1,26.1,,,23.3,29.2,Overall,Overall,,,,,,27,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,1.8,1.8,,,1.4,2.3,Overall,Overall,,,,,,27,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.6,7.6,,,7.1,8.1,Overall,Overall,,,,,,27,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,27.6,27.6,,,25.9,29.4,Overall,Overall,,,,,,27,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,4.0,4,,,3.7,4.4,Overall,Overall,,,,,,27,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,2.5,2.5,,,2.2,2.8,Overall,Overall,,,,,,27,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,27.7,27.7,,,26.1,29.4,Overall,Overall,,,,,,27,ART,ART4_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,3.9,3.9,,,3.6,4.3,Overall,Overall,,,,,,27,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,1.9,1.9,,,1.7,2.1,Overall,Overall,,,,,,27,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,26.8,26.8,,,23.8,30.1,Overall,Overall,,,,,,27,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,25.8,25.8,,,22.8,28.9,Overall,Overall,,,,,,27,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,28.2,28.2,,,23.8,33.1,Overall,Overall,,,,,,27,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,28.3,28.3,,,25.1,31.8,Overall,Overall,,,,,,27,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,4.5,4.5,,,4.1,4.8,Overall,Overall,,,,,,27,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.4,7.4,,,6.9,8,Overall,Overall,,,,,,27,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,4.2,4.2,,,3.8,4.5,Overall,Overall,,,,,,27,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,4.4,4.4,,,4,4.8,Overall,Overall,,,,,,27,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.7,7.7,,,6.9,8.5,Overall,Overall,,,,,,27,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,4.3,4.3,,,3.7,4.9,Overall,Overall,,,,,,27,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,2.3,2.3,,,2.1,2.6,Overall,Overall,,,,,,27,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.4,7.4,,,6.9,7.9,Overall,Overall,,,,,,27,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Crude Prevalence,4.4,4.4,,,4.1,4.8,Overall,Overall,,,,,,27,COPD,COPD2_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,4.1,4.1,,,3.8,4.4,Overall,Overall,,,,,,27,COPD,COPD2_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.3,7.3,,,6.8,7.9,Overall,Overall,,,,,,27,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7.7,7.7,,,6.9,8.5,Overall,Overall,,,,,,27,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.5,8.5,,,7.9,9,Overall,Overall,,,,,,27,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Crude Prevalence,2.1,2.1,,,1.8,2.4,Overall,Overall,,,,,,27,CKD,CKD3_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.0,24,,,23.3,24.8,Overall,Overall,,,,,,27,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,7.4,7.4,,,6.7,8.3,Overall,Overall,,,,,,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,7.6,7.6,,,7.1,8,Overall,Overall,,,,,,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.0,29,,,27.5,30.5,Overall,Overall,,,,,,27,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,7.8,7.8,,,7.3,8.2,Overall,Overall,,,,,,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,32.3,32.3,,,31.4,33.3,Overall,Overall,,,,,,27,CVD,CVD5_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.8,6.8,,,6.1,7.6,Overall,Overall,,,,,,27,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,27.6,27.6,,,26.6,28.6,Overall,Overall,,,,,,27,CVD,CVD5_0,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2015,2015,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.9,6.9,,,6.5,7.3,Overall,Overall,,,,,,27,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.0,7,,,6.5,7.4,Overall,Overall,,,,,,27,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,8.4,8.4,,,8,8.9,Overall,Overall,,,,,,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,8.1,8.1,,,7.7,8.6,Overall,Overall,,,,,,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2013,2013,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,33.6,33.6,,,32.1,35.2,Overall,Overall,,,,,,27,CVD,CVD5_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,MN,Minnesota,BRFSS,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,,%,Crude Prevalence,27.0,27,,,26.2,27.8,Overall,Overall,,,,,,27,CVD,CVD5_0,CRDPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2014,2014,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.5,7.5,,,7,7.9,Overall,Overall,,,,,,27,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2016,2016,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,7.6,7.6,,,7.2,8,Overall,Overall,,,,,,27,DIA,DIA2_1,AGEADJPREV,OVERALL,OVR,,,,,4919479,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}"
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,197,197,,,,,Overall,Overall,,,,,,16,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.0,11,,,9.4,12.5,Overall,Overall,,,,,,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,207,207,,,,,Overall,Overall,,,,,,16,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2015,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.2,12.2,,,10.5,13.8,Overall,Overall,,,,,,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,11.5,11.5,,,9.9,13.1,Overall,Overall,,,,,,16,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.2,10.2,,,8.8,11.7,Overall,Overall,,,,,,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,12.8,12.8,,,11.1,14.6,Overall,Overall,,,,,,16,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.7,11.7,,,10.1,13.3,Overall,Overall,,,,,,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,8.5,11.4,Overall,Overall,,,,,,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,12.1,12.1,,,10.4,13.7,Overall,Overall,,,,,,16,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2015,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,218,218,,,,,Overall,Overall,,,,,,16,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,11.3,11.3,,,9.7,12.9,Overall,Overall,,,,,,16,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,197,197,,,,,Overall,Overall,,,,,,16,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,190,190,,,,,Overall,Overall,,,,,,16,ALC,ALC6_0,NMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2015,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,13.2,13.2,,,11.4,14.9,Overall,Overall,,,,,,16,ALC,ALC6_0,CRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2019,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,149.7,149.7,,,147.3,152.2,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2017,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,171.9,171.9,,,169.1,174.7,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2017,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,155.0,155,,,152.4,157.6,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2018,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Age-adjusted Rate,153.5,153.5,,,151,156,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNAGEADJRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2019,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,2946,2946,,,,,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2018,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,173.1,173.1,,,170.3,175.9,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2019,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,"per 100,000",Average Annual Crude Rate,171.5,171.5,,,168.7,174.3,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNCRDRATE,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2017,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,2851,2851,,,,,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2014,2018,ID,Idaho,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality",,,Average Annual Number,2919,2919,,,,,Overall,Overall,,,,,,16,CAN,CAN4_2,AVGANNNMBR,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2015,2015,ID,Idaho,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,27.2,27.2,,,22.2,32.8,Overall,Overall,,,,,,16,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2016,2016,ID,Idaho,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.2,9.2,,,8.1,10.5,Overall,Overall,,,,,,16,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2017,2017,ID,Idaho,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,32.6,32.6,,,26.9,39,Overall,Overall,,,,,,16,ART,ART4_0,AGEADJPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2013,ID,Idaho,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,8.7,8.7,,,7.6,9.9,Overall,Overall,,,,,,16,AST,AST1_1,AGEADJPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2017,2017,ID,Idaho,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,,%,Age-adjusted Prevalence,2.6,2.6,,,2.1,3.1,Overall,Overall,,,,,,16,CKD,CKD3_0,AGEADJPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
2013,2013,ID,Idaho,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,8.5,8.5,,,7.5,9.7,Overall,Overall,,,,,,16,AST,AST1_1,CRDPREV,OVERALL,OVR,,,,,1293953,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}"
