Year,LocationAbbr,Centroid,Topic
2016,GA,"{""type"":""Point"", ""coordinates"":[-83.868887,33.332208]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,HI,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Diabetes']"
2016,IA,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",['Alcohol']
2016,ID,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}","['Alcohol', 'Arthritis']"
2016,IL,"{""type"":""Point"", ""coordinates"":[-88.380238,41.278216]}","['Alcohol', 'Chronic Kidney Disease', 'Diabetes']"
2016,IN,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,KS,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",['Alcohol']
2016,KY,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,LA,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,MA,"{""type"":""Point"", ""coordinates"":[-71.363628,42.271831]}","['Alcohol', 'Asthma']"
2016,MD,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}","['Alcohol', 'Diabetes']"
2016,ME,"{""type"":""Point"", ""coordinates"":[-69.719931,44.313614]}","['Alcohol', 'Asthma', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,MI,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,MN,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",['Alcohol']
2016,MO,"{""type"":""Point"", ""coordinates"":[-92.15377,38.437715]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,MS,"{""type"":""Point"", ""coordinates"":[-89.593164,32.56642]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,MT,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}","['Alcohol', 'Chronic Obstructive Pulmonary Disease']"
2016,NC,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,ND,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",['Alcohol']
2016,NE,"{""type"":""Point"", ""coordinates"":[-97.403875,41.183753]}",['Alcohol']
2016,NH,"{""type"":""Point"", ""coordinates"":[-71.463342,43.153046]}","['Alcohol', 'Asthma']"
2016,NJ,"{""type"":""Point"", ""coordinates"":[-74.428055,40.438458]}",['Alcohol']
2016,NM,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Diabetes']"
2016,NV,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,NY,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}","['Alcohol', 'Arthritis', 'Diabetes']"
2016,OH,"{""type"":""Point"", ""coordinates"":[-82.749366,40.480854]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,OK,"{""type"":""Point"", ""coordinates"":[-96.834653,35.59794]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,OR,"{""type"":""Point"", ""coordinates"":[-122.579524,44.732273]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease']"
2016,PA,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}","['Alcohol', 'Asthma', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,RI,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}","['Alcohol', 'Asthma', 'Chronic Obstructive Pulmonary Disease']"
2016,SC,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,SD,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",['Alcohol']
2016,TN,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,TX,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}","['Alcohol', 'Arthritis', 'Diabetes']"
2016,UT,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",['Alcohol']
2016,VA,"{""type"":""Point"", ""coordinates"":[-77.835857,37.750345]}","['Alcohol', 'Diabetes']"
2016,VT,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}","['Alcohol', 'Asthma']"
2016,WA,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}","['Alcohol', 'Chronic Kidney Disease']"
2016,WI,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",['Alcohol']
2016,WV,"{""type"":""Point"", ""coordinates"":[-80.820221,38.767195]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2016,WY,"{""type"":""Point"", ""coordinates"":[-107.008835,42.675762]}","['Alcohol', 'Chronic Obstructive Pulmonary Disease']"
2017,AK,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",['Alcohol']
2017,AL,"{""type"":""Point"", ""coordinates"":[-86.766233,33.001471]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,AR,"{""type"":""Point"", ""coordinates"":[-92.576816,35.080251]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,AZ,"{""type"":""Point"", ""coordinates"":[-111.828711,33.373506]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Diabetes']"
2017,CA,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}","['Alcohol', 'Chronic Kidney Disease', 'Diabetes']"
2017,CO,"{""type"":""Point"", ""coordinates"":[-105.203628,39.500656]}",['Alcohol']
2017,CT,"{""type"":""Point"", ""coordinates"":[-72.874365,41.494852]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease']"
2017,DC,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",['Alcohol']
2017,DE,"{""type"":""Point"", ""coordinates"":[-75.561908,39.397164]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,FL,"{""type"":""Point"", ""coordinates"":[-81.634622,27.79585]}","['Alcohol', 'Arthritis', 'Cardiovascular Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,GA,"{""type"":""Point"", ""coordinates"":[-83.868887,33.332208]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,HI,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease', 'Diabetes']"
2017,IA,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",['Alcohol']
2017,ID,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",['Alcohol']
2017,IL,"{""type"":""Point"", ""coordinates"":[-88.380238,41.278216]}","['Alcohol', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,IN,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,KS,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}","['Alcohol', 'Arthritis', 'Diabetes']"
2017,KY,"{""type"":""Point"", ""coordinates"":[-85.241819,37.808159]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,LA,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}","['Alcohol', 'Arthritis', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,MA,"{""type"":""Point"", ""coordinates"":[-71.363628,42.271831]}","['Alcohol', 'Asthma', 'Chronic Kidney Disease']"
2017,MD,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}","['Alcohol', 'Chronic Kidney Disease', 'Diabetes']"
2017,ME,"{""type"":""Point"", ""coordinates"":[-69.719931,44.313614]}","['Alcohol', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,MI,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,MN,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",['Alcohol']
2017,MO,"{""type"":""Point"", ""coordinates"":[-92.15377,38.437715]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,MS,"{""type"":""Point"", ""coordinates"":[-89.593164,32.56642]}","['Alcohol', 'Arthritis', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,MT,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}","['Alcohol', 'Chronic Kidney Disease']"
2017,NC,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,ND,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",['Alcohol']
2017,NE,"{""type"":""Point"", ""coordinates"":[-97.403875,41.183753]}","['Alcohol', 'Chronic Kidney Disease', 'Diabetes']"
2017,NH,"{""type"":""Point"", ""coordinates"":[-71.463342,43.153046]}","['Alcohol', 'Asthma', 'Chronic Obstructive Pulmonary Disease']"
2017,NJ,"{""type"":""Point"", ""coordinates"":[-74.428055,40.438458]}","['Alcohol', 'Arthritis', 'Diabetes']"
2017,NM,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Diabetes']"
2017,NV,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,NY,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}","['Alcohol', 'Arthritis', 'Diabetes']"
2017,OH,"{""type"":""Point"", ""coordinates"":[-82.749366,40.480854]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,OK,"{""type"":""Point"", ""coordinates"":[-96.834653,35.59794]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,OR,"{""type"":""Point"", ""coordinates"":[-122.579524,44.732273]}","['Alcohol', 'Asthma']"
2017,PA,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,RI,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease']"
2017,SC,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}","['Alcohol', 'Arthritis', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,SD,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}","['Alcohol', 'Diabetes']"
2017,TN,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,TX,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}","['Alcohol', 'Arthritis', 'Chronic Kidney Disease', 'Diabetes']"
2017,UT,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}","['Alcohol', 'Chronic Kidney Disease']"
2017,VA,"{""type"":""Point"", ""coordinates"":[-77.835857,37.750345]}","['Alcohol', 'Arthritis', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,VT,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}","['Alcohol', 'Asthma']"
2017,WA,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}","['Alcohol', 'Arthritis', 'Asthma', 'Chronic Kidney Disease']"
2017,WI,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}","['Alcohol', 'Asthma']"
2017,WV,"{""type"":""Point"", ""coordinates"":[-80.820221,38.767195]}","['Alcohol', 'Arthritis', 'Asthma', 'Cardiovascular Disease', 'Chronic Kidney Disease', 'Chronic Obstructive Pulmonary Disease', 'Diabetes']"
2017,WY,"{""type"":""Point"", ""coordinates"":[-107.008835,42.675762]}","['Alcohol', 'Chronic Obstructive Pulmonary Disease']"
